State,City,Street,Zipcode,Bedroom,Bathroom,Area,PPSq,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice
NC,Raleigh,Sedgefield Pines Ln,27604,3,3,1585,220.8201893,0.15,349900,1774,35.822094,-78.58258,350000
NC,Charlotte,Dakota St,28216,2,2,1041,182.5158501,0.29,189700,1595,35.269848,-80.878685,189999
NC,Wadesboro,Camden Rd,28170,3,2,2289,120.139799,0.37,272100,1800,34.963238,-80.07817,275000
NC,Carthage,Lees Branch Drive,28327,3,2,1040,96.15384615,1.22,97700,1500,35.280422,-79.35221,100000
NC,Jacksonville,Jasmine Lane,28546,3,2,1383,173.5357918,0.260009183,240000,1650,34.752174,-77.349785,240000
NC,Charlotte,Wayland Dr,28277,4,3,2632,243.9209726,0.244,631600,2900,35.037598,-80.84329,642000
NC,Rocky Mount,Chippenham Road,27804,3,2,1912,141.2133891,0.360009183,275200,1895,35.964737,-77.89406,270000
NC,Pittsboro,Robert Alston Jr Dr,27312,2,1,408,587.9901961,0.97,234800,1350,35.749683,-79.21075,239900
NC,Rocky Mount,Wayne Street,27804,4,2,1992,97.33935743,0.810009183,190900,1694,35.96048,-77.82991,193900
NC,Salisbury,Gates St,28144,3,2,2188,57.08409506,0.24,124900,1889,35.682495,-80.47587,124900
NC,Canton,Ravenwood Rdg,28716,3,3,2334,147.81491,1.48,344700,2949,35.489964,-82.86915,345000
NC,Red Springs,S Main St,28377,6,6,6332,55.2590019,,349700,2905,34.812866,-79.18398,349900
NC,Fayetteville,Vestal Ave,28301,3,2,1574,117.5349428,,,1450,35.094524,-78.9059,185000
NC,Durham,Horton Rd,27704,3,2,1359,231.7880795,0.26,320800,1749,36.05153,-78.91078,315000
NC,La Grange,E Railroad Street,28551,5,2,3300,30.27272727,0.610009183,88800,2299,35.3067,-77.78614,99900
NC,Charlotte,Brownes Ferry Rd,28269,4,3,2655,145.7627119,0.285,380000,2440,35.343365,-80.794205,387000
NC,Salisbury,Log Barn Rd,28146,3,2,1278,200.0782473,0.39,255800,1594,35.5925,-80.47098,255700
NC,Brevard,Severy Ln,28712,2,2,1070,372.8971963,2.07,,,35.129833,-82.70431,399000
NC,Hayesville,Manor Dr,28904,2,2,1620,98.7037037,,167800,1999,35.032906,-83.75085,159900
NC,Hendersonville,Fox Ridge Dr,28739,3,2,1125,248,0.46,274600,2294,35.305035,-82.55476,279000
NC,Bryson City,Sherrill Rd,28713,3,2,1680,125,1.45,196200,1994,35.442707,-83.46032,210000
NC,Waynesville,Pansy Pl,28785,3,2,943,180.2757158,1.24,,1800,35.619,-83.00753,170000
NC,Wadesboro,Rose Ter,28170,4,3,2527,86.86189157,0.4,207200,2199,34.964916,-80.08233,219500
NC,Hendersonville,Huckleberry Mountain Rd,28792,3,2,1304,241.5644172,1.28,306600,2100,35.39469,-82.4194,315000
NC,Hickory,10th Ave NE,28601,3,1,1114,152.513465,0.56,158800,1394,35.743084,-81.31857,169900
NC,Newton,E 10th St,28658,3,1,1000,205,0.21,204500,1374,35.671204,-81.212776,205000
NC,Mars Hill,Lower Gabriels Creek Rd,28754,3,3,1450,261.3793103,11.5,360000,2100,35.788303,-82.570946,379000
NC,Lenoir,Penley Road,28645,2,2,1645,212.1580547,10,328900,2400,36.134533,-81.588135,349000
NC,Smithfield,Whitley Drive,27577,3,2,1765,130.3116147,0.443663912,230000,1599,35.528717,-78.36216,230000
NC,Asheville,Starnes Cove Rd,28806,3,2,1512,191.468254,0.49,280300,2425,35.58687,-82.65898,289500
NC,Vass,Wright Rd,28394,3,2,1857,137.8567582,1.58,256900,1999,35.19686,-79.16034,256000
NC,Spruce Pine,Thompson Rd,28777,2,1,912,62.5,1.75,,1400,35.93266,-82.0812,57000
NC,Candler,Windy Park Way,28715,3,4,3525,164.5390071,1.02,583200,3399,35.50999,-82.6643,580000
NC,Banner Elk,Fox Den Lane,28604,1,1,520,499.8076923,0.17,245800,1500,36.1546,-81.781784,259900
NC,Durham,Nassau St,27704,3,3,1760,201.7045455,0.1,356000,2199,36.030144,-78.91072,355000
NC,Marble,River Landing Estates Dr,28905,2,2,1126,221.7584369,1.15,241700,1784,35.174984,-83.91235,249700
NC,Clayton,Claim Rd,27520,3,3,1628,214.3734644,0.7,340000,1949,35.662262,-78.52738,349000
NC,Nebo,Ned McGimsey Rd,28761,3,2,1486,218.7079408,0.65,,,35.721897,-81.93274,325000
NC,Jacksonville,E Saltwood Place,28540,3,2,1440,133.9583333,0.112993572,186100,1350,34.778217,-77.42457,192900
NC,Burnsville,Seven Mile Ridge Rd,28714,3,2,1557,179.8330122,1.98,259900,1849,35.839443,-82.15767,280000
NC,Bolivia,Plantation Passage Drive SE,28422,3,3,2535,234.7140039,0.390633609,590200,2999,33.972816,-78.247406,595000
NC,Raleigh,Willow Lake Rd,27616,3,3,1999,207.6038019,0.25,405000,2100,35.871372,-78.50232,415000
NC,Fayetteville,Old Castle Dr,28314,3,2,1324,166.163142,,213500,1500,35.0634,-79.04829,220000
NC,Raleigh,Downing Rd,27610,3,2,1347,341.4996288,0.28,467100,2100,35.797386,-78.608986,460000
NC,Fayetteville,Gray Goose Loop,28306,3,3,1773,138.1838691,,253300,1694,35.005207,-78.93586,245000
NC,New Bern,Joshua Norman Drive,28562,3,3,1700,128.8235294,0.230004591,218900,1849,35.05855,-77.03372,219000
NC,Elizabeth City,Zack Circle,27909,4,2,2240,38.83928571,0.610009183,,1540,36.26914,-76.276215,87000
NC,Wilmington,Fawn Creek Drive,28409,2,2,986,299.188641,0.117011019,295100,1700,34.171898,-77.86769,295000
NC,Green Mountain,Pigeon Roost Rd,28740,2,1,551,426.4972777,8.8,,,36.06617,-82.29922,235000
NC,Fuquay Varina,Balkan Rd,27526,3,2,1568,226.3392857,0.59,357300,1895,35.55924,-78.759995,354900
NC,Charlotte,Coburg Ave,28215,3,2,2062,208.5354025,0.25,428300,2049,35.244083,-80.75885,430000
NC,Asheville,Sand Hill Rd,28806,3,3,1569,349.9043977,0.22,549700,2740,35.57595,-82.599106,549000
NC,Murphy,Bella Loma Hts,28906,2,3,2444,244.8854337,1.42,594700,2865,35.028942,-84.0245,598500
NC,Knightdale,Rock Hound Rd,27545,3,3,1690,214.2011834,0.2,349500,1900,35.814297,-78.46152,362000
NC,Forest City,Piney Ridge Rd,28043,3,2,1540,155.7792208,1.06,239500,1655,35.325447,-81.89318,239900
NC,Charlotte,Jenkins Dr,28212,4,3,1865,206.4343164,0.43,,2263,35.20689,-80.74152,385000
NC,Fayetteville,Foxton Ct,28304,3,2,1319,151.6292646,0.27,196400,1494,35.01559,-79.018005,199999
NC,Wilmington,N 15th Street,28401,3,1,1082,175.6007394,0.15399449,194400,1895,34.239643,-77.93086,190000
NC,Roxboro,Hicks Cir,27573,3,2,1250,152,0.17,189100,1350,36.43159,-78.96897,190000
NC,Wilmington,Myrtle Grove Road,28409,4,3,1857,353.7964459,1.13,450900,2875,34.11757,-77.87962,657000
NC,Shelby,Ware Rd,28152,3,2,1527,150.6221349,4.25,,1749,35.2521,-81.47035,230000
NC,Smyrna,Jumping Run Court,28579,3,2,1560,208.3333333,0.489990817,,1900,34.75965,-76.52163,325000
NC,Fayetteville,Granville Dr,28303,4,3,2281,126.6988163,0.35,288800,2020,35.06597,-78.94062,289000
NC,Wilmington,Celline Court,28409,4,3,2170,271.843318,0.312993572,590100,2900,34.17389,-77.86425,589900
NC,Richlands,Duet Court,28574,3,2,1752,142.6934932,0.4,242700,1700,34.89463,-77.51166,249999
NC,Wake Forest,E Juniper Ave,27587,3,2,1298,242.6810478,0.45,318700,1999,35.983196,-78.50262,315000
NC,Brevard,Hawthorne Dr,28712,4,2,1947,290.190036,0.33,571700,2600,35.252377,-82.719635,565000
NC,Charlotte,Regan Ln,28214,3,3,1769,190.5031091,0.138,333500,2014,35.268845,-80.93733,337000
NC,Huntersville,Maywine Cres,28078,4,3,2611,201.0723861,0.16,500800,2369,35.39205,-80.872086,525000
NC,Lake Lure,Neighborly Dr,28746,1,1,380,1171.052632,0.4,415600,3105,35.4269,-82.18621,445000
NC,Hendersonville,Chimney Rock Rd,28792,2,3,1922,234.1311134,1,,,35.376972,-82.36538,450000
NC,Spindale,E Main St,28160,4,1,2255,95.34368071,0.64,,1400,35.353176,-81.91716,215000
NC,Jacksonville,Kiwi Stone Circle,28546,4,2,1701,167.5485009,0.230004591,284600,1700,34.782475,-77.30927,285000
NC,Greenville,Hilltop Road,27858,3,2,1950,133.3333333,0.8,251200,1800,35.57927,-77.29402,260000
NC,Burnsville,Hillside Dr,28714,3,1,1276,155.9561129,1.06,184600,1500,35.912502,-82.30442,199000
NC,Davidson,Angler Ct,28036,5,4,3366,148.5442662,0.15,501600,2741,35.464684,-80.766335,500000
NC,Roanoke Rapids,Southgate Dr,27870,3,2,1242,56.36070853,0.18,63400,1300,36.435287,-77.65756,70000
NC,Troutman,Talley St,28166,3,1,1312,152.4390244,0.26,200700,1099,35.705482,-80.89294,200000
NC,Richlands,N Wilmington St,28574,3,2,1654,163.2406288,0.38,269900,1474,34.905098,-77.5419,270000
NC,Raleigh,Waterville St,27603,4,3,1900,232.8947368,0.37,,,35.671616,-78.6607,442500
NC,Maggie Valley,Black Camp Gap Rd,28751,4,4,3504,136.9863014,0.86,,,35.51586,-83.133606,480000
NC,Banner Elk,Beechwood Lane,28604,3,2,1555,179.4212219,0.14,277700,2660,36.197327,-81.87386,279000
NC,Franklin,Bidwell St,28734,4,2,1990,94.97487437,0.77,,2107,35.182686,-83.38792,189000
NC,Ayden,Countryaire Drive,28513,3,2,1568,124.3622449,0.239990817,195500,1849,35.485374,-77.42033,195000
NC,Angier,N Raleigh St,27501,4,3,2313,153.4803286,0.76,338200,2210,35.519573,-78.74144,355000
NC,Kannapolis,Hickory Wood Dr,28083,3,2,1207,253.1888981,0.38,306300,1535,35.53091,-80.60369,305599
NC,Elizabeth City,Edgewood Drive,27909,3,2,1630,177.9141104,0.319995409,283100,2005,36.27612,-76.20963,290000
NC,Claremont,Overlook Dr,28610,2,1,933,267.8456592,0.17,229200,1250,35.77657,-81.11257,249900
NC,Angier,State Highway 210 N,27501,3,3,2109,142.2475107,0.39,283600,1999,35.50098,-78.75338,300000
NC,Statesville,High Shoals Ln,28677,3,2,1725,278.2608696,0.8,,,35.702164,-80.988335,480000
NC,Pikeville,Clemens Drive,27863,4,3,2520,142.8571429,0.719995409,358700,2134,35.482895,-78.03369,360000
NC,Wendell,Cook St,27591,4,3,1490,174.4966443,1.04,255600,1548,35.782936,-78.37527,260000
NC,Chapel Hill,Fallen Oak Ln,27516,2,1,1068,279.0262172,1.74,,1849,35.85626,-79.1441,298000
NC,Weaverville,Southern Cross Rd,28787,3,2,1659,252.5617842,7.03,402800,2999,35.72607,-82.47927,419000
NC,Robbinsville,Ledbetter Rd,28771,3,3,1834,190.8396947,16.27,310200,2100,35.284607,-83.6945,350000
NC,Jacksonville,Mabry Court,28546,4,3,1678,135.8164482,0.289990817,223100,1599,34.760674,-77.349075,227900
NC,Kings Mountain,Benton Rd,28086,3,2,1754,94.07069555,1.33,157000,1829,35.19273,-81.39338,165000
NC,Durham,Maplewood Dr,27704,4,3,2134,181.3027179,0.41,380000,2680,36.032257,-78.868,386900
NC,Sanford,Barbecue Church Rd,27332,2,1,1050,161.8095238,0.92,169900,1500,35.37371,-79.102486,169900
NC,Waynesville,Lorraine Dr,28785,3,4,1896,197.7848101,0.25,362400,3499,35.526222,-83.013985,375000
NC,Belmont,Linestowe Dr,28012,3,3,1872,213.6217949,0.06,399700,2094,35.24064,-81.014046,399900
NC,Maiden,Allgood Ln,28650,3,2,1344,133.9285714,1.137,,,35.551884,-81.206184,180000
NC,Asheville,Caribou Rd,28803,4,2,2188,377.0566728,0.22,827800,3229,35.53791,-82.527,825000
NC,Charlotte,Paddle Oak Rd,28227,4,2,1812,193.1567329,0.215,350400,1994,35.22298,-80.66051,350000
NC,Kannapolis,Crestmont St,28081,3,2,1041,195.9654179,0.16,215800,1350,35.524826,-80.62816,204000
NC,Hendersonville,Sweet Briar Path Way #9,28792,3,2,1210,268.5950413,0.57,,,35.38929,-82.333984,325000
NC,Winnabow,Black Bear Hollow SE,28479,3,3,1648,218.4466019,0.767011019,371600,2400,34.187614,-77.98657,360000
NC,Wilmington,Windchime Drive,28412,4,3,2640,208.3333333,0.453007346,,2999,34.1604,-77.92607,550000
NC,Huntersville,Cedar River Rd,28078,3,2,1509,261.7627568,0.327,393300,1984,35.397648,-80.87283,395000
NC,Belmont,Gaston Ave,28012,3,3,1425,263.1578947,0.18,376400,1915,35.232746,-81.04306,375000
NC,Waynesville,Scotchmans Rd,28786,2,2,2904,264.4628099,6.07,,,35.456394,-82.99093,768000
NC,Charlotte,Campbell Creek Ln,28212,4,3,1533,227.0058708,0.39,338000,1996,35.177757,-80.73562,348000
NC,Topton,Kadie Ln,28781,3,2,875,399.4285714,1.31,326600,1650,35.244987,-83.70673,349500
NC,Goldsboro,Church Of God Road,27534,2,2,1285,171.2062257,,240000,1474,35.464706,-77.901184,220000
NC,Coinjock,Waterlily Road,27923,2,2,2081,141.7587698,0.480004591,279900,2695,36.34632,-75.94897,295000
NC,Fayetteville,Torrey Dr,28301,3,2,1339,138.1628081,0.16,,1494,35.07731,-78.90286,185000
NC,Willow Spring,Quail Grove St,27592,3,3,2011,196.4196917,1.11,381600,2113,35.58709,-78.73397,395000
NC,Durham,Beechtree Ct,27713,4,3,1919,260.2918187,0.43,484000,2220,35.924427,-78.90884,499500
NC,Newport,Cottontail Run,28570,3,3,3048,111.2204724,0.519995409,341500,2999,34.727028,-76.937935,339000
NC,Charlotte,Northbrook Dr,28216,3,2,2108,187.3814042,0.22,,1854,35.28056,-80.86579,395000
NC,Hubert,Glenwood Drive,28539,3,2,1040,214.7355769,0.260009183,223300,1300,34.677517,-77.20288,223325
NC,Smithfield,Market St,27577,5,2,3759,53.2056398,0.171,191300,2450,35.507923,-78.33867,200000
NC,Boone,Howards Creek Road,28607,4,3,3351,161.1459266,0.5,,,36.248756,-81.68259,540000
NC,Wilmington,Charthouse Drive,28405,3,2,1950,205.0769231,0.292998163,401300,2258,34.297943,-77.878624,399900
NC,Blounts Creek,Magnolia Drive,27814,2,2,1372,91.10787172,0.530004591,,1550,35.43054,-76.89736,125000
NC,Gastonia,Whitethorn Dr,28054,5,3,2973,126.135217,1.32,375100,2538,35.256226,-81.115295,375000
NC,Hertford,Soundward Lane,27944,2,2,1751,162.7641348,0.580004591,283900,1191,36.083233,-76.386086,285000
NC,Rockingham,Dogwood Lane,28379,3,2,1552,86.98453608,0.739990817,127600,1150,34.92341,-79.7565,135000
NC,Concord,Rembrandt Dr SW,28027,3,2,1586,213.7452711,0.52,341100,1954,35.36662,-80.61362,339000
NC,New Bern,Rockledge Road,28562,3,2,1664,150.2403846,0.460009183,249100,1849,35.065823,-77.15146,250000
NC,Waynesville,Whitner Dr,28786,3,2,1624,184.6674877,1.9,,,35.464672,-83.03807,299900
NC,Jacksonville,Dynamo Lane,28546,3,2,1241,199.7582595,0.180004591,247700,1599,34.82519,-77.40801,247900
NC,Blowing Rock,Grovers Knob,28605,2,2,1221,298.9352989,0.35,376700,2500,36.175716,-81.665695,365000
NC,Zebulon,Meadow Ln,27597,3,2,1308,221.7125382,0.72,286500,1500,35.904877,-78.266335,290000
NC,Shelby,Branton Dr,28152,3,2,2167,89.98615598,0.58,185700,1875,35.283573,-81.56649,195000
NC,Rocky Mount,Brassfield Drive,27803,3,3,1850,81.02702703,0.339990817,148900,1849,35.949654,-77.85753,149900
NC,Lexington,Quail Rd,27292,3,2,1333,172.468117,0.55,227700,1525,35.778404,-80.29002,229900
NC,Clayton,Mitchell Ave,27520,3,2,1204,249.1694352,0.31,300200,1594,35.631233,-78.475815,300000
NC,Charlotte,Jones St,28208,3,2,1120,227.6785714,0.16,254700,1499,35.25432,-80.878365,255000
NC,Roxboro,Cavel Chub Lake Rd,27574,2,1,1092,178.4798535,0.54,194200,1394,36.442688,-78.985306,194900
NC,Asheville,Grandview Rd,28806,3,2,1032,358.5271318,0.3,353300,2195,35.557457,-82.63163,370000
NC,Hope Mills,Torhunta Dr,28348,3,3,1546,129.3661061,0.46,193800,1684,34.917023,-78.91092,200000
NC,Sanford,Juniper Dr,27330,3,1,1025,184.3902439,0.24,,,35.46283,-79.17284,189000
NC,Marshall,Us Highway 25 #70,28753,3,2,1724,144.4315545,0.94,,2175,35.823143,-82.705025,249000
NC,Statesville,Wilmington Ave,28677,3,2,1100,195.4545455,0.24,,1280,35.76634,-80.89409,215000
NC,Cornelius,Schooner Dr,28031,4,3,2504,247.2044728,0.51,599100,2801,35.491486,-80.88291,619000
NC,Asheville,Shope Creek Estates Dr,28805,3,2,2184,228.8919414,0.96,510700,3099,35.640583,-82.448875,499900
NC,Burnsville,Cme Ln,28714,2,3,1760,142.0448864,0.56,248000,1999,35.97045,-82.31021,249999
NC,Fayetteville,Crystobal Rd,28311,4,3,1942,155.7672503,0.26,302900,1849,35.18086,-78.86184,302500
NC,Castle Hayne,Fletcher Court,28429,3,2,1306,248.8514548,0.289990817,324600,1937,34.296906,-77.92447,325000
NC,Charlotte,Saint Thomas Ln,28277,3,3,1553,218.2871861,0.03,338600,2201,35.07986,-80.78569,339000
NC,Barnardsville,Dillingham Rd #B,28709,3,2,1222,220.9492635,0.72,265700,1949,35.757584,-82.42922,270000
NC,Gastonia,Oak Valley Dr,28054,5,2,2240,107.0982143,0.32,241600,2040,35.23599,-81.18843,239900
NC,Wilmington,Setter Lane,28411,3,2,1251,259.7921663,0.264600551,326200,2100,34.296635,-77.83425,325000
NC,Sanford,Sutphin Dr,27330,2,2,1304,168.7116564,0.35,210500,1688,35.481705,-79.21508,220000
NC,Fletcher,Conifer Ct,28732,4,2,2088,222.2222222,2.02,449100,2650,35.448986,-82.40813,464000
NC,Grifton,Main Street,28530,4,3,1960,61.2244898,0.3,,808,35.376686,-77.443436,120000
NC,Newland,Longview Road,28657,2,2,770,466.2337662,0.15,,,36.048233,-81.903404,359000
NC,Concord,Paddle Pl NW,28027,3,2,1841,203.1504617,0.21,367200,1998,35.380215,-80.68629,374000
NC,Mooresboro,Twin Creeks Rd,28114,3,2,1512,109.1269841,0.82,164500,742,35.279903,-81.75894,165000
NC,Mooresville,Pier 33 Dr UNIT 112,28117,3,3,1551,321.7279175,,,,35.56069,-80.86403,499000
NC,Durham,Riverbark Ln,27703,3,2,1120,245.5357143,0.23,265800,1800,35.975838,-78.834785,275000
NC,Murphy,Cardinal Rd,28906,3,2,1376,199.7819767,0.59,274200,1999,35.07526,-84.055824,274900
NC,Hampstead,Aster Place,28443,5,5,3731,536.0493165,0.539990817,1949400,6054,34.366695,-77.6807,2000000
NC,Lake Lure,Bills Creek Rd,28746,1,1,690,437.6811594,7.5,298200,1290,35.50377,-82.11345,302000
NC,Fayetteville,N Pearl St,28303,3,2,1310,133.5877863,,212300,1520,35.07558,-78.909164,175000
NC,Fayetteville,Retriever Ct,28311,3,3,2097,147.8297568,0.63,306600,1900,35.222122,-78.85801,309999
NC,Charlotte,Whispering Brook Ct,28216,3,2,1226,244.6982055,0.15,282600,1674,35.301506,-80.90574,300000
NC,Oriental,Academy Street,28571,3,2,1654,102.4788392,0.180004591,163900,1700,35.0263,-76.696846,169500
NC,Rutherfordton,Us Highway 64/74a,28139,3,3,1744,180.6192661,1.71,,,35.404205,-82.03416,315000
NC,Hubert,Dion Drive,28539,3,2,1219,184.5775226,0.230004591,219000,1400,34.676098,-77.20004,225000
NC,Greenville,Battle Street,27834,3,2,1048,168.7977099,0.089990817,167800,1099,35.609325,-77.38856,176900
NC,Whittier,Bedrock Rd,28789,3,2,1127,297.2493345,0.86,321700,1900,35.363102,-83.30179,335000
NC,Apex,Willow Trace Ct,27539,3,3,2018,235.3815659,0.26,467300,2195,35.69223,-78.77743,475000
NC,Burlington,Lakeside Ave,27217,2,1,784,140.3061224,0.14,,,36.106564,-79.439156,110000
NC,Sanford,Deer Vw,27332,3,2,1512,132.2751323,0.67,200000,1500,35.274204,-79.0636,200000
NC,Sylva,Hainty Hollar,28779,2,2,1372,145.0437318,0.8,197000,1800,35.297005,-83.26188,199000
NC,Statesville,Carl Austin Rd,28625,3,3,2470,133.1983806,0.41,296300,1831,35.83861,-80.85599,329000
NC,Lake Lure,Laurel Ln,28746,2,1,672,543.1547619,0.35,354200,1200,35.430187,-82.20462,365000
NC,Stanley,E Church St,28164,4,2,2082,115.2257445,0.26,227000,1839,35.36171,-81.095924,239900
NC,Lumberton,N McMillan St,28358,3,2,1498,126.1682243,,,,34.628555,-79.01278,189000
NC,Asheville,Montana Ave,28806,3,1,1251,391.6866507,0.22,498900,2429,35.57506,-82.58395,490000
NC,Charlotte,Bobhouse Dr,28277,3,2,1727,283.7290098,0.14,477000,2194,35.04183,-80.80412,490000
NC,Newton,Robinson Rd,28658,4,4,2873,97.45910198,2.79,262000,2545,35.678555,-81.30399,280000
NC,Charlotte,McKinley Dr,28208,3,1,1010,183.1683168,0.3,185300,1698,35.23375,-80.91093,185000
NC,Fayetteville,Lorell Ct,28304,3,2,1098,145.6284153,,160000,1400,35.025024,-78.99473,159900
NC,Boone,Ridge Point Drive,28607,3,3,4084,153.036239,0.76,583600,3148,36.218872,-81.697044,625000
NC,Kings Mountain,Colony Dr,28086,3,2,1225,162.4489796,0.55,197900,1594,35.2712,-81.40771,199000
NC,Lillington,Autry Rd,27546,3,2,1783,140.2131239,2.25,245700,1650,35.354256,-78.88508,250000
NC,Pisgah Forest,Breezewood Cir,28768,3,3,2878,242.1820709,0.73,680400,3249,35.22255,-82.68207,697000
NC,Marble,Brookside,28905,2,2,1624,215.3940887,2.11,346800,1749,35.135075,-83.91547,349800
NC,Enfield,Clement Dr,27823,3,1,1144,166.0839161,0.309,,1250,36.185383,-77.66515,190000
NC,Jacksonville,Meadowview Court,28546,4,3,1726,146.2920046,0.330004591,247200,1614,34.745678,-77.36402,252500
NC,Fayetteville,Singletary Pl,28314,3,2,1536,123.6979167,,211500,1450,35.069786,-78.98769,190000
NC,Bryson City,Kirklands Creek Rd,28713,3,1,919,173.9934712,0.12,,1300,35.41096,-83.42289,159900
NC,Charlotte,Eaglecrest Rd,28212,4,2,1540,174.6753247,0.29,262600,1912,35.18797,-80.75093,269000
NC,Conover,Pecan St,28613,3,1,1000,139.9,0.43,139300,1400,35.778423,-81.21955,139900
NC,Black Mountain,Sandy Br,28711,2,3,1541,486.69695,0.24,751200,2250,35.616684,-82.33381,750000
NC,Saint Pauls,Nash Rd,28384,3,2,1464,160.5191257,0.55,235100,1500,34.820034,-79.000626,235000
NC,Denver,Mariners Pointe Cir,28037,3,3,1798,175.1946607,,318800,1825,35.483124,-80.99235,315000
NC,Sanford,Stella Way,28326,4,3,2414,148.7158244,1.13,358700,2250,35.316463,-79.19789,359000
NC,Goldsboro,Rollins Road,27534,3,2,1482,107.9622132,1,152900,1500,35.325806,-77.93493,160000
NC,Belhaven,Old Pamlico Beach Road E,27810,2,3,1135,376.2114537,0.589990817,406000,1300,35.388535,-76.57792,427000
NC,Knightdale,Beddingfield Dr,27545,3,3,1707,219.6836555,0.2,377700,2079,35.78867,-78.50782,375000
NC,Charlotte,S Clarkson St,28202,3,2,1710,301.1695906,,526400,2898,35.231243,-80.85273,515000
NC,Maggie Valley,Brown Ridge Rd,28751,2,2,816,427.6960784,0.46,339100,1700,35.53347,-83.129555,349000
NC,Holly Springs,Mims Rd,27540,3,2,1303,230.1611665,1.04,302700,2323,35.570686,-78.8589,299900
NC,Charlotte,S Hoskins Rd #118,28208,2,1,926,205.1835853,,190000,1599,35.263844,-80.886086,190000
NC,Columbia,Bridge,27925,3,2,1353,117.5166297,0.22681359,158900,2175,35.918705,-76.2516,159000
NC,Four Oaks,E Sanders St,27524,3,3,1815,154.2694215,0.33,268200,1850,35.44869,-78.4243,279999
NC,Greenville,Southridge Drive,27858,3,2,1339,171.7699776,0.469995409,232900,1575,35.568985,-77.34468,230000
NC,Taylorsville,Carrigan Rd,28681,3,2,1098,182.0582878,4.11,186900,1492,35.893974,-81.18284,199900
NC,Fayetteville,Elton Dr,28306,3,2,1675,89.55223881,0.34,148100,1550,34.985138,-78.90702,150000
NC,Charlotte,Capricorn Ln,28277,5,5,5170,203.0947776,0.3,1056500,5077,35.03457,-80.8341,1050000
NC,Vilas,Laurel Branch,28692,4,2,1177,242.1410365,8.125,255100,2310,36.29874,-81.78728,285000
NC,Mooresville,E Catawba Ave,28115,2,1,908,225.7709251,0.16,198500,1181,35.577717,-80.81425,205000
NC,Dunn,Stewart Rd,28334,3,2,1708,102.4590164,0.7,,1780,35.34833,-78.56345,175000
NC,Dunn,Old Us Highway 421,28334,3,2,1900,126.3157895,,132000,925,35.255627,-78.559944,240000
NC,Whittier,Skyview Rd,28789,1,1,584,495.7191781,0.83,282500,999,35.44377,-83.38003,289500
NC,Wake Forest,Hosta Valley Ct,27587,4,3,2958,185.9364435,0.25,,2294,35.957157,-78.50566,550000
NC,Brevard,Bothy Rd,28712,2,2,1561,146.7008328,1.7,232800,2500,35.13148,-82.85679,229000
NC,Murphy,Rosa Court Dr,28906,2,2,1020,264.5098039,1.44,255900,1900,35.04091,-84.060555,269800
NC,Charlotte,Rozzelles Ferry Rd,28216,6,2,992,176.4112903,0.28,166900,1599,35.267357,-80.88526,175000
